title,overview,genres,poster_path
The Diamond Arm,"A diamond smuggling operation goes wrong when an ordinary Soviet citizen becomes unwittingly involved, and the criminals are forced to court him to retrieve their diamonds.",['Adventure'],/iwVRDsZAuJmulnPKeYxhezzpr9A.jpg
The Valley of Gwangi,"A turn of the century wild west show struggling to make a living in Mexico comes into the possession of a tiny prehistoric horse. This leads to an expedition to the Forbidden Valley where they discover living dinosaurs. They capture one and take it back to be put on display, leading to inevitable mayhem.",['Adventure'],/5RP7yHpTHsLlQEP8V3gji743Sbh.jpg
Colonel Wolodyjowski,"In 1668 Polish colonel Michał Wołodyjowski, who recently retired to a monastery, is recalled to active duty and takes charge of Poland's eastern frontier defenses against invading Tatar hordes and Ottoman armies.",['Adventure'],/djmDH5uGGZHe3L6i5v0as5AWzk4.jpg
On Her Majesty's Secret Service,"James Bond tracks his archnemesis, Ernst Blofeld, to a mountaintop retreat in the Swiss alps where he is training an army of beautiful, lethal women. Along the way, Bond falls for Italian contessa Tracy Draco, and marries her in order to get closer to Blofeld.",['Adventure'],/m3KfbxvqaiAvRJ6MpguA3GuLdDQ.jpg
Tintin and the Temple of the Sun,"When seven archaeologists find an ancient Inca temple, they become victims of an ancient curse. Back in Europe, one by one they fall into a deep sleep and only once a day, all at the same time, they wake up for a few minutes and experience hallucinations where the sinister living mummy of Rascar Capac appears.",['Adventure'],/bSiuapguCBSjjF5Cqezj123F2J6.jpg
The Red Tent,"Torn by personal guilt, Italian General Umberto Nobile reminisces about his 1928 failed Arctic expedition aboard the airship Italia.",['Adventure'],/ywTSr9hrYs72ZjIqZ9b805DNJfC.jpg
"How I Unleashed World War II, Part I: The Escape","On the night of August 31, 1939, Dolas, from a platoon reinforcing a train station on the German border, falls asleep in a train car and unknowingly crosses into Germany. The moment he shoots a German, who he thinks is a saboteur, the German invasion of Poland begins, and Dolas is convinced it was his fault. He is taken to Stalag POW camp, the first destination in his odyssey around Europe.",['Adventure'],/2smM51Pz6Bt2jjabd7UPyVkM4wu.jpg
"How I Unleashed World War II, Part II: Following the Arms","After escaping across Europe from Stalag camp, Dolas's ride to Cyprus is stopped when his ship in sunk by an Italian submarine. Although he and some of his fellow sailors are rescued by an Allied ship, they find themselves conscripted into the French Foreign Legion in Beirut, Dolas becoming a cook.",['Adventure'],/wefaG7zZ5ivfGkDSwk1r9rqPwJ3.jpg
The Aristocats,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",['Adventure'],/1BVOSmQUhphMgnTxnXyfQ9tL1Sc.jpg
How the Cossacks Played Football,"A group of cossacks travels around Europe, playing football against the teams of different countries, each of which has their very unique playing style.",['Adventure'],/lfPfPLVspnkrkBy1F9VnLS0sds0.jpg
Karlson Returns,,['Adventure'],/ig4vsq3CPiJsQXKOIIx92SAkXEc.jpg
Fando and Lis,Fando and his partially paralyzed lover Lis search for the mythical city of Tar. Based on Jodorowsky's memories of a play by surrealist Fernando Arrabal.,['Adventure'],/iMN4CydHfJ6h9os7gALUomRrdZV.jpg
Beneath the Planet of the Apes,"The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface.",['Adventure'],/v1r5mBh9hxxWpvZl9G3cP7d1Mh9.jpg
Bedknobs and Broomsticks,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,['Adventure'],/1BBzsThIZ06UmjZ3rChYGZhJtFQ.jpg
Carry On Henry,"Henry VIII has just married Marie of Normandy, and is eager to consummate their marriage. Unfortunately for Henry, she is always eating garlic, and refuses to stop. Deciding to get rid of her in his usual manner, Henry has to find some way of doing it without provoking war with Marie's cousin, the King of France. Perhaps if she had an affair...",['Adventure'],/sU2OyxyGsZm2c9h3MkxQO2wg33h.jpg
"Aguirre, the Wrath of God","A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",['Adventure'],/A3fVlnAasRXq9ZFaaZ744EvreQO.jpg
Lone Wolf and Cub: Sword of Vengeance,"In this first film of the Lone Wolf and Cub series, adapted from the manga by Kazuo Koike, we are told the story of the Lone Wolf and Cub's origin. Ogami Itto, the official Shogunate executioner, has been framed for disloyalty to the Shogunate by the Yagyu clan, against whom he now is waging a one-man war, along with his infant son, Daigoro.",['Adventure'],/uxJJIzw3lDM0RbFQMQsTTRyFO2D.jpg
"Kalimán, the Incredible Man",,['Adventure'],/lVuwNgPwx12ZIBkjNOmwVjQOXOx.jpg
Lone Wolf and Cub: Baby Cart at the River Styx,"In the second film of the Lone Wolf and Cub series, Ogami Itto battles a group of female ninja in the employ of the Yagyu clan and must assassinate a traitor who plans to sell his clan's secrets to the Shogunate.",['Adventure'],/47PwbebnjjTcGM4CzwJfhZXK6bB.jpg
Lone Wolf and Cub: Baby Cart in Peril,"In the fourth film of the Lone Wolf and Cub series, Ogami Itto is hired to kill a tattooed female assassin and battles Retsudo, head of the Yagyu clan, and his son Gunbei.",['Adventure'],/80dPE18baHbnB8mrl6wWtGXEyCP.jpg
Lone Wolf and Cub: Baby Cart to Hades,"In the third film of the Lone Wolf and Cub series, Ogami Itto volunteers to be tortured by Yakuza to save a prostitute and is hired by their leader to kill an evil chamberlain.",['Adventure'],/a33RihlBiOhNi4YffwofJxVqIzn.jpg
One-Armed Boxer,A martial-arts student learns the iron fist and death grip techniques to avenge his teacher's death.,['Adventure'],/jmUlzkwzWZPiGlh4yRmN2wwRCBk.jpg
All the Way Boys,"The ""Trinity"" crew makes another modern era film. Plata and Salud are pilots ditching aircraft for insurance money. They wind up crashing for real in the jungles of South America. The plot involves ""Mr. Big"", who is buying the diamonds from the miners for much too little, and has thugs who keep the price down. Of course, Plata and Salud side with the miners",['Adventure'],/cWhBysh8ejHqKBcv5cGaA5FCCcq.jpg
Money Money Money,"When they realize the times are changing, five crooks decide to switch from bank robberies to personality abductions.",['Adventure'],/1Z7c3RlNQKrZEFJFWiwjK48KNE0.jpg
Tintin and the Lake of Sharks,"Tintin is sent to guard Professor Calculus, who has invented a machine that can duplicate anything, and is staying in a village near the border of Syldavia and Bodouria. Rastapopoulous, an infamous and ruthless international criminal, tries to lure Calculus and Tintin away by kidnapping two children, who live nearby, in order to get his clutches on the machine.",['Adventure'],/8oV32sipspRjgTvSwfmdn24dNzr.jpg
In Desert and Wilderness,"Fourteen year old Polish boy Stas Tarkowski and eight year old Nel Rawlison from England are kidnapped as the hostages by Arabic fanatics and taken to their religion leader. Then they manage to escape and try to return to their fathers. Children have a lot of dangerous adventures, meet two Black kids; Kali and Mea, who also help them, make a friendship with an elephant and help one Black's tribe.",['Adventure'],/iNB23VDjWCfF9uazdLt6J2bGwmo.jpg
On the Trail of the Bremen Town Musicians,Sequel to the cult Russian animation Bremenskie muzykanty (1969).,['Adventure'],/rxuYSajmUJBloeodLxVtasTK5ss.jpg
The Magnificent One,A writer of pulpy book series in which he's the hero and his beautiful English roommate is the love interest attempts to finish his new book in time at the publisher's demand.,['Adventure'],/uIGYrhZY3DOXNJAoWQHSiqs9W7S.jpg
The Golden Voyage of Sinbad,"Sinbad and his crew intercept a homunculus carrying a golden tablet. Koura, the creator of the homunculus and practitioner of evil magic, wants the tablet back and pursues Sinbad. Meanwhile, Sinbad meets the Vizier who has another part of the interlocking golden map, and they mount a quest across the seas to solve the riddle of the map.",['Adventure'],/1TAc85WyOpkaxSUver4lBg2xKSA.jpg
Emperor of the North,"Hobos encounter a sadistic railway conductor that will not let anyone ""ride the rails"" for free.",['Adventure'],/r4i03RQmF50o6T4tP5mhWgPZAGg.jpg
White Fang,"The wolf dog, White Fang, aids a reporter, a fur trapper, a nun, a young Eskimo boy and his father of ridding a gold mining town of a sleazy crime lord in 1896 Yukon, Canada.",['Adventure'],/enyljsOkffS7GzVqbPduOP8MCqD.jpg
Man in the Trunk,"Bloch, an Israeli secret agent, seeks refuge in the French embassy in Libya to escape being killed. Augier, his French opposite number, has to get him to safety in a diplomatic suitcase.",['Adventure'],/b1EEpkIxCbwFhhf5pRZjvpjbSDQ.jpg
Shaft in Africa,"Detective John Shaft travels incognito to Ethiopia, then France, to bust a human trafficking ring.",['Adventure'],/z6yYpJBuRd1j5kldYd9vjbv9xfq.jpg
Lone Wolf and Cub: White Heaven in Hell,"In the sixth and final film of the Lone Wolf and Cub series, the final conflict between Ogami Itto and the Yagyu clan is carried out.",['Adventure'],/zRBOXoQDvcApwVWyY80G813qzHd.jpg
Godzilla vs. Mechagodzilla,"An Okinawan prophecy that foretells the destruction of the Earth is seeming fulfilled when Godzilla emerges to return to his destructive roots. But not all is what it seems after Godzilla breaks his ally Anguirus's jaw. Matters are further complicated when a second Godzilla emerges, revealing the doppelgänger as a mechanical weapon.",['Adventure'],/ai92jga3nzkeWdPIeZBo6vyhUj5.jpg
The Two Missionaries,"Two missionaries come into conflict with the authorities when they turn their missionary into a parrot farm. The Bishop of Maracaibo calls them his 'black sheep' and the Monsignore has been called to check on their behavior. Like usual, our heroes help the poor to defend themselves and provoke some funny fist fights in the process.",['Adventure'],/emaRH39H6N2qPPWOjLN2SzDT7FK.jpg
Benji,"Benji is a stray who has nonetheless worked his way into the hearts of a number of the townspeople, who give him food and attention whenever he stops by. His particular favorites are a pair of children who feed and play with him against the wishes of their parents. When the children are kidnapped, however, the parents and the police are at a loss to find them. Only Benji can track them down, but will he be in time? If he can save the day, he may just find the permanent home he's been longing for.",['Adventure'],/aSowNmq4bZrmfazhQBePyNF8A2E.jpg
Dersu Uzala,"A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.",['Adventure'],/bIOrDQ3Gg68k3qJAnRU7nIZr0BW.jpg
The Pinchcliffe Grand Prix,"100 miles north, a bit east and up, is Pinchcliffe, the home of bicycle repairman Reodor Felgen and his two assistants, Solan Gundersen and Ludvig. Sponsored by oil sheik Ben Redic Fy Fazan, they build the car ""Il Tempo Gigante"" to race against Reodor's former assistant Rudolf Blodstrupmoen, who has stolen one of Reodor's inventions to become a world racing champion.",['Adventure'],/iWnG4MrdUcrJ3dhB2pvwQZjKXIR.jpg
